post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
140227698.earthquake-insights-digest-jan-4,2024-01-04T13:22:03.152Z,true,2024-01-04T13:22:03.268Z,2024-01-04T13:22:03.268Z,newsletter,only_paid,"Earthquake Insights Digest - Jan 4, 2024",,
140090020.remembering-paul-tapponnier,,false,,,newsletter,only_paid,,,
139920394.deadly-m61-earthquake-strikes-western,2023-12-19T17:41:21.051Z,true,2023-12-19T17:41:21.149Z,2023-12-19T17:41:21.149Z,newsletter,everyone,Deadly M6.1 earthquake strikes western China,Thrust earthquake accommodates oblique compression in northeastern Tibetan Plateau,
139889676.istanbul-lightly-shaken-by-m4-earthquake,2023-12-18T17:18:07.527Z,true,2023-12-18T17:18:07.585Z,2023-12-18T17:18:07.585Z,newsletter,only_paid,Istanbul lightly shaken by M4 earthquake,Normal-mechanism event on a releasing bend of the North Anatolian Fault,
139889283.m57-kashmir,,false,,,newsletter,only_paid,,,
139813593.focal-mechanisms,,false,,,newsletter,only_paid,,,
139782495.m56-earthquake-in-the-remote-norwegian,2023-12-14T16:11:34.149Z,true,2023-12-14T16:11:34.243Z,2023-12-14T16:11:34.243Z,newsletter,only_paid,M5.6 earthquake in the remote Norwegian Sea,"Here, the Eurasian and North American Plates are pulling apart at ~15 mm/yr.",
139603470.m58-earthquake-shakes-mexico-city,2023-12-08T02:43:55.441Z,true,2023-12-08T02:43:55.517Z,2023-12-08T02:43:55.517Z,newsletter,only_paid,M5.8 earthquake shakes Mexico City,Likely caused by the bending as the subducting plate abruptly steepens,
139387210.m76-earthquake-below-east-coast-of,2023-12-03T16:18:29.458Z,true,2023-12-03T16:18:29.638Z,2023-12-03T16:18:29.638Z,newsletter,only_paid,"M7.6 earthquake below east coast of Mindanao, Philippines",Many uncertainties about this subduction event due to lack of instrumentation,
139363550.m55-earthquake-felt-across-bangladesh,2023-12-02T16:10:46.613Z,true,2023-12-02T16:10:46.694Z,2023-12-02T16:10:46.694Z,newsletter,only_paid,M5.5 earthquake felt across Bangladesh,Stresses on the subducting Indian Plate can cause hazardous earthquakes,
139328044.m48-earthquake-near-california-mexico,2023-12-01T15:51:48.203Z,true,2023-12-01T15:51:48.285Z,2023-12-01T15:51:48.285Z,newsletter,only_paid,M4.8 earthquake near California-Mexico border,Near the northern end of the 2010 M7.2 El Mayor-Cucapah earthquake,
139268657.earthquake-insights-digest-dec-1,2023-12-01T12:28:57.679Z,true,2023-12-01T12:28:57.790Z,2023-12-01T12:28:57.790Z,newsletter,only_paid,Earthquake Insights digest - Dec 1 2023,Explore all of our posts.,
139132265.mw69-strike-slip-earthquake-in-the,2023-11-24T23:58:36.990Z,true,2023-11-24T23:58:37.051Z,2023-11-24T23:58:37.051Z,newsletter,only_paid,Mw6.9 strike-slip earthquake in the Northern Mariana Islands ,Let's look at the tectonic setting of this earthquake,
138994607.animated-3d-model-of-volcanic-seismicity,2023-11-19T17:48:38.452Z,true,2023-11-19T17:48:38.541Z,2023-11-19T17:48:38.541Z,newsletter,only_paid,Animated 3D model of volcanic seismicity in Iceland,Exploring earthquake patterns in time and space,
138941875.m67-earthquake-shakes-southern-mindanao,2023-11-17T16:51:52.855Z,true,2023-11-17T16:51:52.974Z,2023-11-17T16:51:52.974Z,newsletter,only_paid,"M6.7 earthquake shakes southern Mindanao, Philippines",Complex deformation around the still-developing Cotobato subduction zone,
138771634.volcanic-earthquakes-in-iceland,2023-11-11T18:25:18.022Z,true,2023-11-11T18:25:18.079Z,2023-11-11T18:25:18.079Z,newsletter,everyone,Volcanic earthquakes in Iceland,How does the recent swarm compare with previous ones?,
138699289.m52-earthquake-in-west-texas-likely,2023-11-08T17:25:43.481Z,true,2023-11-08T17:25:44.768Z,2023-11-08T17:25:44.768Z,newsletter,only_paid,M5.2 earthquake in west Texas likely anthropogenic,Similar to earthquake in November 2022 M5.4,
138697898.mw71-67-and-67-earthquakes-in-the,2023-11-09T15:08:25.544Z,true,2023-11-09T15:08:25.646Z,2023-11-09T15:08:25.646Z,newsletter,only_paid,"Mw7.1, 6.7, and 6.7 earthquakes in the Banda Sea",Shallow strike-slip events in a highly complex region,
138670986.invite-your-friends-to-read-earthquake,,false,,,newsletter,everyone,,,
138665131.aftershocks-of-deadly-earthquakes,2023-11-07T16:36:31.233Z,true,2023-11-07T16:36:31.347Z,2023-11-07T16:36:31.347Z,newsletter,only_paid,Aftershocks of deadly earthquakes,We revisit seismicity following six deadly earthquakes in 2023,
138636608.posts-related-to-the-2023-kahramanmaras,,false,,,newsletter,only_paid,,,
138564775.deadly-m56-earthquake-strikes-western,2023-11-04T02:06:23.493Z,true,2023-11-04T02:06:24.153Z,2023-11-04T02:06:24.153Z,newsletter,everyone,Deadly M5.6 earthquake strikes western Nepal,Shaking felt across much of northern India,
138557947.magnitude-52-earthquake-shakes-central,2023-11-04T20:24:38.820Z,true,2023-11-04T20:24:38.916Z,2023-11-04T20:24:38.916Z,newsletter,only_paid,Magnitude 5.2 earthquake shakes central Greece,Let's look at the tectonic context of this relatively minor but interesting earthquake,
138482190.earthquake-insights-digest-nov-1,2023-11-01T11:45:25.731Z,true,2023-11-01T11:45:25.803Z,2023-11-01T11:45:25.803Z,newsletter,only_paid,Earthquake Insights digest - Nov 1 2023 ,All our posts to date!,
138452699.8a0,,false,,,newsletter,only_paid,,,
138448227.magnitude-67-earthquake-strikes-below,2023-10-31T16:29:55.063Z,true,2023-10-31T16:29:55.171Z,2023-10-31T16:29:55.171Z,newsletter,only_paid,Magnitude 6.7 earthquake strikes below Chile,"The subduction zone here produces much larger earthquakes, but Chile has good defenses.",
138428484.m54-earthquake-shakes-jamaica,2023-10-30T22:45:08.923Z,true,2023-10-30T22:45:08.981Z,2023-10-30T22:45:08.981Z,newsletter,only_paid,M5.4 earthquake shakes Jamaica,Transpressive region hosted similar magnitude earthquakes in 1988 and 1993,
138413459.october-2023-digest,,false,,,newsletter,only_paid,,,
138364072.widely-felt-m37-earthquake-shakes,2023-10-28T16:51:50.425Z,true,2023-10-28T16:51:50.513Z,2023-10-28T16:51:50.513Z,newsletter,only_paid,Widely felt M3.7 earthquake shakes San Francisco,Likely occurred on a minor fault a few kilometers east of the San Andreas,
138363205.mw51-53-earthquakes-strike-remote,2023-10-28T16:53:00.482Z,true,2023-10-28T16:53:00.590Z,2023-10-28T16:53:00.590Z,newsletter,only_paid,"Mw5.1, 5.3 earthquakes strike remote area of Alaska",Shallow thrust events occurred beneath the terminus of the Carroll Glacier,
138197388.m53-earthquake-in-nepal-triggers,2023-10-22T17:39:09.532Z,true,2023-10-22T17:39:09.677Z,2023-10-22T17:39:09.677Z,newsletter,only_paid,M5.3 earthquake in Nepal triggers landslide and building damage,Earthquake is likely an aftershock of the 2015 M7.9 Gorkha quake,
138120261.m59-earthquake-shakes-eastern-mindanao,2023-10-20T02:10:27.054Z,true,2023-10-20T02:10:27.122Z,2023-10-20T02:10:27.122Z,newsletter,only_paid,"M5.9 earthquake shakes eastern Mindanao Island, Philippines",Fault system here produced two M7.2-7.3 earthquakes in the 1890s,
138076434.does-the-crust-wobble-before-some,2023-11-03T15:21:34.835Z,true,2023-11-03T15:21:34.999Z,2023-11-03T15:21:34.999Z,newsletter,everyone,Does the crust wobble before some big earthquakes?,We deep-dive a 2020 Nature paper that discovered enormous crustal shifts before Mw9.2 and Mw8.8 megathrust earthquakes,
138009128.template-matching-earthquakes,,false,,,newsletter,only_paid,,,
138009105.rebuilding-historic-urban-areas-after,2023-10-19T15:29:52.461Z,true,2023-10-19T15:29:52.619Z,2023-10-19T15:29:52.619Z,newsletter,everyone,Rebuilding Historic Urban Areas after Disasters,An interview with Dr. Patrick Daly,
137980879.fourth-m63-earthquake-strikes-afghanistan,2023-10-15T14:10:47.629Z,true,2023-10-15T14:10:47.712Z,2023-10-15T14:10:47.712Z,newsletter,everyone,Fourth M6.3 earthquake strikes Afghanistan ,Limited data suggest eastward propagation in unusual cascade,
137864588.third-m63-earthquake-strikes-western,2023-10-11T16:34:35.011Z,true,2023-10-11T16:34:35.119Z,2023-10-11T16:34:35.119Z,newsletter,only_paid,Third M6.3 earthquake strikes western Afghanistan,Why so many earthquakes - and what to expect?,
137820466.m50-earthquake-in-slovakia-is-largest,2023-10-10T03:09:57.261Z,true,2023-10-10T03:09:57.381Z,2023-10-10T03:09:57.381Z,newsletter,only_paid,M5.0 earthquake in Slovakia is largest in the country in almost 100 years,A similar earthquake may have occurred in 1778 - with aftershocks,
137752967.two-magnitude-63-earthquakes-strike,2023-10-08T01:29:12.836Z,true,2023-10-08T01:29:12.924Z,2023-10-08T01:29:12.924Z,newsletter,only_paid,Two magnitude 6.3 earthquakes strike northwestern Afghanistan,At least one hundred dead due to building collapse,
137702263.tidal-additions,,false,,,newsletter,only_paid,,,
137619680.buildings-collapse-in-nepal-due-to,2023-10-03T16:07:53.240Z,true,2023-10-03T16:07:53.393Z,2023-10-03T16:07:53.393Z,newsletter,only_paid,Buildings collapse in Nepal due to M5.7 earthquake with foreshock,There are many seismic hazards in this vulnerable region.,
137597479.d2e,,false,,,newsletter,only_paid,,,
137575444.earthquake-initiation-notes,,false,,,newsletter,only_paid,,,
137549759.magnitude-47-earthquake-jolts-northern,2023-09-30T19:24:45.937Z,true,2023-09-30T19:24:46.189Z,2023-09-30T19:24:46.189Z,newsletter,only_paid,Magnitude 4.7 earthquake jolts northern California,One of many earthquakes at the Mendocino Triple Junction,
137546855.do-earth-tides-warn-of-impending,2023-10-06T16:22:45.835Z,true,2023-10-06T16:22:45.933Z,2023-10-06T16:22:45.933Z,newsletter,everyone,Do Earth tides warn of impending large earthquakes?,We deep-dive a new study on possible precursors of dangerous earthquakes,
137525666.september-2023-digest,,false,,,newsletter,only_paid,,,
137520311.earthquake-insights-digest,2023-10-01T11:40:46.195Z,true,2023-10-01T11:40:46.263Z,2023-10-01T11:40:46.263Z,newsletter,only_paid,Earthquake Insights digest - Oct 1 2023,All of our posts to date! ,
137517664.february-2023-digest,,false,,,newsletter,only_paid,,,
137516075.march-2023-digest,,false,,,newsletter,only_paid,,,
137510730.elasticity-and-wave-propagation,,false,,,newsletter,only_paid,,,
137509850.on-earthquake-magnitudes-and-earthquake,,false,,,newsletter,only_paid,,,
137203056.m60-earthquake-strikes-new-zealands,2023-09-20T02:31:13.812Z,true,2023-09-20T02:31:13.865Z,2023-09-20T02:31:13.865Z,newsletter,only_paid,M6.0 earthquake strikes New Zealand's South Island,"Felt across the country, but no reports of serious damage",
137181306.m45-earthquake-strikes-east-of-san,2023-09-19T17:07:56.038Z,true,2023-09-19T17:07:56.117Z,2023-09-19T17:07:56.117Z,newsletter,only_paid,M4.5 earthquake strikes east of San Francisco: thrust slip on the Great Valley Thrust System,Earthquake was preceded by several foreshocks,
137145070.m51-earthquake-northeast-of-florence,2023-09-18T16:20:00.348Z,true,2023-09-18T16:20:00.412Z,2023-09-18T16:20:00.412Z,newsletter,only_paid,"M5.1 earthquake northeast of Florence, Italy preceded by foreshock",Complicated dynamics of the underlying slab may control earthquakes here,
137135420.morocco-geology-topography-seismicity,,false,,,newsletter,only_paid,,,
137135114.printable-wall-map-of-morocco,2023-09-26T16:09:10.496Z,true,2023-09-26T16:09:10.592Z,2023-09-26T16:09:10.592Z,newsletter,only_paid,Printable wall map of Morocco,"We combine geology, topography, and seismicity into a new map",
137134276.did-the-high-atlas-really-grow-20,2023-09-21T20:29:28.126Z,true,2023-09-21T20:29:28.322Z,2023-09-21T20:29:28.322Z,newsletter,everyone,Did the High Atlas really grow 20 cm in the Moroccan earthquake?,"Well, almost - a small area did rise about 15 cm. Let's explore how we know.",
137067022.the-earthquake-that-cracked-a-mountain,2023-09-15T16:20:47.067Z,true,2023-09-15T16:20:47.149Z,2023-09-15T16:20:47.149Z,newsletter,only_paid,The earthquake that cracked a mountain?,"Not the fault, but a fracture",
137044352.april-2023-digest,,false,,,newsletter,only_paid,,,
137044026.may-2023-digest,,false,,,newsletter,only_paid,,,
137043922.june-2023-digest,,false,,,newsletter,only_paid,,,
137043654.july-2023-digest,,false,,,newsletter,only_paid,,,
137041344.august-2023-digest,,false,,,newsletter,only_paid,,,
137024646.aftershocks-of-the-morocco-earthquake,2023-09-14T02:26:14.524Z,true,2023-09-14T02:26:14.613Z,2023-09-14T02:26:14.613Z,newsletter,only_paid,Aftershocks of the Morocco earthquake,More than 200 events detected so far; temporary seismic network planned,
136974117.m63-earthquake-in-the-philippines,2023-09-12T17:44:25.021Z,true,2023-09-12T17:44:25.102Z,2023-09-12T17:44:25.102Z,newsletter,only_paid,"M6.3 earthquake in the Philippines shakes northern Luzon, southern Taiwan",Strange slip on an ambiguous fault within the Manila Trench,
136968211.magnitude-50-earthquake-in-myanmar,2023-09-12T19:44:22.892Z,true,2023-09-12T19:44:23.020Z,2023-09-12T19:44:23.020Z,newsletter,only_paid,Magnitude 5.0 earthquake in Myanmar,A tale of intraslab seismicity,
136930041.satellite-images-suggest-slip-on,2023-09-11T14:46:29.643Z,true,2023-09-11T14:46:29.754Z,2023-09-11T14:46:29.754Z,newsletter,only_paid,"Satellite images suggest slip on a steep, north-dipping fault in Morocco",The Tizi n'Test Fault is a famous fault with a long geological history,
136902255.tracking-updates-on-the-morocco-earthquake,2023-09-10T16:31:58.855Z,true,2023-09-10T16:31:58.924Z,2023-09-10T16:31:58.924Z,newsletter,everyone,Tracking updates on the Morocco earthquake,Aftershocks suggest possible fault plane; reports of landslides; satellite images pending,
136892451.the-unusual-geology-of-the-high-atlas,,false,,,newsletter,only_paid,,,
136865927.deadly-m68-earthquake-hits-morocco,2023-09-09T03:55:12.729Z,true,2023-09-09T03:55:12.827Z,2023-09-09T03:55:12.827Z,newsletter,only_paid,Deadly M6.8 earthquake hits Morocco,Early analysis of a likely historic event for the country,
136865853.magnitude-68-earthquake-strikes-morocco,,false,,,newsletter,only_paid,,,
136836664.topics-for-earthquake-primer,,false,,,newsletter,only_paid,,,
136816188.m63-earthquake-strikes-below-central,2023-09-07T15:23:01.988Z,true,2023-09-07T15:23:02.079Z,2023-09-07T15:23:02.079Z,newsletter,only_paid,M6.3 earthquake strikes below central Chile,"""Silent,"" ""wave-like"" earthquake occurred on the subduction megathrust",
136719575.m50-beneath-the-molucca-sea-a-3d,,false,,,newsletter,only_paid,,,
136529640.m55-offshore-of-panama,2023-08-29T20:53:10.721Z,true,2023-08-29T20:53:10.797Z,2023-08-29T20:53:10.797Z,newsletter,only_paid,M5.5 offshore of Panama,"An unusual thrust earthquake along a mostly ""quiet"" subduction zone",
136527710.ultra-deep-m71-earthquake-in-indonesia,2023-08-29T18:26:36.079Z,true,2023-08-29T18:26:36.202Z,2023-08-29T18:26:36.202Z,newsletter,only_paid,Ultra-deep M7.1 earthquake in Indonesia shakes Bali,Earthquakes below 500 km depth are weird!,
136500047.magnitude-36-earthquake-strikes-near,2023-08-29T01:59:18.277Z,true,2023-08-29T01:59:18.351Z,2023-08-29T01:59:18.351Z,newsletter,only_paid,"Magnitude 3.6 earthquake strikes near Cleveland, Ohio",Enigmatic strike-slip earthquakes reach from Texas to New York,
136498300.limited-time-offer-paid-annual-subscribers,,false,,,newsletter,only_paid,,,
136473492.m57-earthquake-in-western-colombia,2023-08-28T03:11:06.799Z,true,2023-08-28T03:11:06.884Z,2023-08-28T03:11:06.884Z,newsletter,only_paid,"M5.7 earthquake in western Colombia, above the subduction zone",Curious coincidence with the South American Continental Divide!,
136257365.m51-earthquake-strikes-north-of-los,2023-08-21T03:04:54.741Z,true,2023-08-21T03:04:54.856Z,2023-08-21T03:04:54.856Z,newsletter,only_paid,M5.1 earthquake strikes north of Los Angeles,Quake does not match known faults in the Western Transverse Ranges,
136179418.m63-earthquake-shakes-central-colombia,2023-08-18T02:55:58.761Z,true,2023-08-18T02:55:58.820Z,2023-08-18T02:55:58.820Z,newsletter,only_paid,"M6.3 earthquake shakes central Colombia, seismometer records severe shaking",Earthquakes line the eastern Colombian Andes,
136046040.m53-earthquake-in-northeastern-bangladesh,2023-08-15T00:58:29.824Z,true,2023-08-15T00:58:29.904Z,2023-08-15T00:58:29.904Z,newsletter,everyone,M5.3 earthquake in northeastern Bangladesh is reminder of underlying threat,Multiple fault systems capable of producing M8+ quakes converge here.,
135943486.m43-earthquake-jolts-parkfield-california,2023-08-12T20:49:00.000Z,true,2023-08-12T20:49:00.068Z,2023-08-12T20:49:00.068Z,newsletter,only_paid,"M4.3 earthquake jolts Parkfield, California","Site of failed earthquake prediction is now studied for its tiny ""repeating"" quakes",
135766144.six-months-after-feb-6-kahramanmaras,2023-08-06T12:38:47.333Z,true,2023-08-06T12:38:47.547Z,2023-08-06T12:38:47.547Z,newsletter,only_paid,"Six months after Feb. 6 Kahramanmaraş earthquake sequence, papers start to pile up",Many more research articles in the works,
135758257.unusual-m54-earthquake-strikes-usually,2023-08-06T02:12:45.077Z,true,2023-08-06T02:12:45.191Z,2023-08-06T02:12:45.191Z,newsletter,only_paid,Unusual M5.4 earthquake strikes usually quiet part of eastern China ,"USGS PAGER estimates >$1 billion in damages, ground reports not clear",
135712339.edd,,false,,,newsletter,only_paid,,,
135669072.m56-earthquake-in-afar-triple-junction,2023-08-03T15:06:28.924Z,true,2023-08-03T15:06:29.049Z,2023-08-03T15:06:29.049Z,newsletter,only_paid,M5.6 earthquake in Afar Triple Junction highlights structural complexity,"Ten M6+ quakes from 1970-1995, none since: seismic quiescence or artifact?",
135464136.update-on-apparent-gps-detection,2023-07-26T13:53:18.944Z,true,2023-07-26T13:53:19.034Z,2023-07-26T13:53:19.034Z,newsletter,everyone,Update on apparent GPS detection of earthquake precursors ,"We generate the same ""signal"" using only noise from far-field stations",
135450677.m55-earthquake-hits-turkey-more-than,2023-07-25T23:00:58.079Z,true,2023-07-25T23:00:58.152Z,2023-07-25T23:00:58.152Z,newsletter,only_paid,M5.5 earthquake hits Turkey more than 5 months after Feb. 6 quakes,"Largest aftershock since Feb. 20, only 80 km from Adana",
135373523.earthquake-precursors-not-so-fast,2023-07-25T03:20:19.785Z,true,2023-07-25T03:20:19.895Z,2023-07-25T03:20:19.895Z,newsletter,everyone,Earthquake precursors? Not so fast.,"Real, useful, or wishful thinking? Let's deep-dive the paper.",
135255925.shaking-across-central-america-caused,2023-07-19T02:58:29.961Z,true,2023-07-19T02:58:30.112Z,2023-07-19T02:58:30.112Z,newsletter,only_paid,Shaking across Central America caused by M6.5 quake in sinking slab,Possibility of fatalities and liquefaction but no confirmed reports,
135073207.m66-earthquake-strikes-deep-below,2023-07-17T05:53:29.911Z,true,2023-07-17T05:53:30.006Z,2023-07-17T05:53:30.006Z,newsletter,only_paid,M6.6 earthquake strikes deep below Argentina,Shaking felt by more than 17 million people across Argentina and Chile,
135017772.m72-earthquake-offshore-alaska-occurred,2023-07-16T15:23:28.467Z,true,2023-07-16T15:23:28.540Z,2023-07-16T15:23:28.540Z,newsletter,only_paid,M7.2 earthquake offshore Alaska occurred in seismic gap,Latest quake in sequence that started in 2020,
134842843.m63-earthquake-offshore-mexico-possible,2023-07-14T13:46:32.485Z,true,2023-07-14T13:46:32.587Z,2023-07-14T13:46:32.587Z,newsletter,only_paid,M6.3 earthquake offshore Mexico possible aftershock of 2017 M8.1 Chiapas quake,"Was it intraslab, like the M8.1, or on the plate boundary?",
134750441.m52-earthquake-in-remote-siberia,2023-07-14T05:03:44.061Z,true,2023-07-14T05:03:44.140Z,2023-07-14T05:03:44.140Z,newsletter,only_paid,M5.2 earthquake in remote Siberia highlights wide continental rift ,Did you know far eastern Russia is on the North American Plate?,
134379386.unusual-m66-earthquake-shakes-much,2023-07-10T23:33:03.986Z,true,2023-07-10T23:33:04.080Z,2023-07-10T23:33:04.080Z,newsletter,only_paid,Unusual M6.6 earthquake shakes much of the Caribbean,"Reflects diffuse deformation of the oceanic crust, similar to the 2012 M8.6 Indian Ocean earthquake",
134168832.m56-earthquake-below-santiago-caused,2023-07-09T21:15:59.910Z,true,2023-07-09T21:15:59.963Z,2023-07-09T21:15:59.963Z,newsletter,only_paid,M5.6 earthquake below Santiago caused by slab bending,"Due to flat slab subduction, many South American cities are exposed to this type of hazard",
133704167.m-55-earthquake-strikes-the-southern,2023-07-09T03:25:47.651Z,true,2023-07-09T03:25:47.723Z,2023-07-09T03:25:47.723Z,newsletter,only_paid,M 5.5 earthquake strikes the southern Papuan Peninsula,A small earthquake draws our attention to the fascinating Owen-Stanley Fault Zone,
132205732.3a4,,false,,,newsletter,only_paid,,,
132133703.one-ring-to-rule-them-all-maybe-not,2023-12-15T18:01:11.077Z,true,2023-12-15T18:01:11.208Z,2023-12-15T18:01:11.208Z,newsletter,everyone,One Ring to rule them all? Maybe not!,Introducing the Southeast Asian Ring of Fire,
128826404.m49-earthquake-strikes-western-france,2023-06-16T18:57:28.861Z,true,2023-06-16T18:57:28.947Z,2023-06-16T18:57:28.947Z,newsletter,only_paid,M4.9 earthquake strikes western France,Reports of cracks in walls and tumbling objects,
128518240.m62-earthquake-on-the-manila-trench,2023-06-15T14:34:41.268Z,true,2023-06-15T14:34:41.356Z,2023-06-15T14:34:41.356Z,newsletter,only_paid,"M6.2 earthquake on the Manila Trench triggers alert, but shaking is low intensity",This is the latest quake in a noisy area that produced a M6.7 in 2021.,
127140486.new-paper-suggests-earthquakes-on,2023-06-14T14:06:51.760Z,true,2023-06-14T14:06:51.960Z,2023-06-14T14:06:51.960Z,newsletter,everyone,New paper suggests earthquakes on the southern San Andreas caused by lake filling - but is the evidence solid?,A study in 2011 came to the opposite conclusion. Let's take a look at the gritty details!,
125176245.m58-earthquake-on-the-northern-sagaing,2023-06-01T02:04:08.354Z,true,2023-06-01T02:04:08.499Z,2023-06-01T02:04:08.499Z,newsletter,only_paid,M5.8 earthquake near the northern Sagaing Fault shakes Myanmar,Shaking of up to intensity VII likely.,
124399295.melbourne-shaken-by-small-but-very,,false,,,newsletter,only_paid,,,
123955703.m62-earthquake-near-tokyo-causes,2023-05-26T14:01:44.656Z,true,2023-05-26T14:01:45.101Z,2023-05-26T14:01:45.101Z,newsletter,only_paid,M6.2 earthquake near Tokyo causes widespread but light shaking,The earthquake occurred at the southern edge of aftershocks from 2011 M9.1 Tohoku-Oki.,
123746850.m66-earthquake-strikes-offshore-colombia,2023-05-25T16:33:27.881Z,true,2023-05-25T16:33:27.990Z,2023-05-25T16:33:27.990Z,newsletter,only_paid,M6.6 earthquake strikes offshore Colombia and Panama,"Quake occurred in the North Panama Deformed Belt, a developing subduction zone between the Caribbean and Panama Plates.",
123567050.more-than-3-months-after-turkey-syria,2023-05-24T20:37:24.521Z,true,2023-05-24T20:37:24.817Z,2023-05-24T20:37:24.817Z,newsletter,only_paid,"More than 3 months after Turkey-Syria earthquakes, aftershocks continue to unnerve residents",Are these tremors a signal of heightened danger? No.,
122585020.m77-quake-at-the-new-hebrides-subduction,2023-05-20T03:07:00.055Z,true,2023-05-20T03:07:00.150Z,2023-05-20T03:07:00.150Z,newsletter,only_paid,M7.7 quake at the New Hebrides subduction zone highlights seismic activity in the outer rise,Seismic record illustrates interaction between outer-rise and megathrust earthquakes,
122328999.shallow-m52-earthquake-in-crete-shakes,,false,,,newsletter,only_paid,,,
122147731.m64-subduction-earthquake-below-guatemala,2023-05-18T01:53:26.215Z,true,2023-05-18T01:53:26.368Z,2023-05-18T01:53:26.368Z,newsletter,only_paid,M6.4 subduction earthquake below Guatemala is among deepest ever recorded there,Shallow fault systems pose much greater seismic hazard to the region,
121400173.cluster-of-earthquakes-south-of-japan,2023-05-14T19:53:08.864Z,true,2023-05-14T19:53:08.962Z,2023-05-14T19:53:08.962Z,newsletter,only_paid,"Cluster of earthquakes south of Japan illuminate back-arc spreading as the old, cold Pacific Plate rolls back",Much larger swarm was recorded to the north in 2000.,
120963786.new-paper-documents-surface-rupture,2023-05-12T13:44:17.276Z,true,2023-05-12T13:44:17.343Z,2023-05-12T13:44:17.343Z,newsletter,only_paid,"New paper documents surface rupture of the M7.8 Feb. 6 Pazarcık earthquake, Turkey",Deformation zone ranged from 2 to 50 meters wide,
120855853.m55-earthquake-in-california-occurred,2023-05-12T01:22:49.649Z,true,2023-05-12T01:22:49.771Z,2023-05-12T01:22:49.771Z,newsletter,everyone,M5.5 earthquake in California occurred at northwestern edge of Walker Lane Shear Zone,Similar earthquake occurred in 2013,
